Страна,ФИО,Клуб,Амплуа,Количество матчей,Количество мячей
Azerbaijan,Сидоров Натан Владиленович,A.C. Milan,полузащитник,10,1
United Kingdom,Устинов Мстислав Григорьевич,Olimpia,нападающий,2,14
Morocco,Никифоров Вышеслав Брониславович,Libertad,полузащитник,8,15
St Vincent/Grenadines,Абрамов Епифан Евсеевич,Lazio,вратарь,5,-8
Antarctica,Беспалов Аполлинарий Юльевич,IFK Göteborg,полузащитник,8,3
United Arab Emirates,Фомичев Кузьма Архипович,Chelsea,защитник,5,25
United States,Вишняков Николай Витальевич,Olympiacos,нападающий,5,28
French S. Territories,Агафонов Флорентин Ефимьевич,River Plate,полузащитник,6,11
Laos,Никитин Евграф Гертрудович,Ferencvárosi TC,защитник,5,19
Brazil,Некрасов Прокофий Юльевич,Club América,вратарь,2,-25
Puerto Rico,Тарасов Рубен Димитриевич,Werder Bremen,полузащитник,3,1
Switzerland,Сидоров Симон Викентьевич,PSV Eindhoven,нападающий,4,21
Mayotte,Марков Аким Игоревич,A.C. Milan,защитник,9,9
Greece,Игнатьев Аникита Марсович,Chelsea,нападающий,2,13
Malaysia,Алексеев Прохор Алексеевич,Galatasaray,защитник,8,30
Marshall Islands,Рыбаков Савелий Юльевич,Arsenal,полузащитник,2,27
Algeria,Орлов Пров Валентинович,Schalke,полузащитник,10,13
Cameroon,Жуков Никодим Анатольевич,Cerro Porteño,вратарь,8,-30
Cyprus,Щербаков Ладислав Викентьевич,Dinamo Zagreb,вратарь,7,-15
Portugal,Зыков Фока Анисимович,Cruzeiro,вратарь,6,-30
Tokelau,Евдокимов Мариан Дорофеевич,Libertad,защитник,7,25
St.Pierre,Данилов Эдуард Герасимович,Napoli,защитник,7,15
New Zealand,Веселов Соломон Васильевич,Porto,вратарь,3,-18
Faroe Islands,Белов Федор Бориславович,Sparta Prague,нападающий,8,4
Moldova,Агафонов Всеслав Ермилович,CSKA Sofia,полузащитник,6,4
Andorra,Селиверстов Захар Арсеньевич,Universidad de Chile,полузащитник,7,18
Papua New Guinea,Власов Артем Трифонович,Ajax,вратарь,4,-7
Seychelles,Панов Парфен Валерьевич,Rangers,полузащитник,8,7
Ecuador,Блохин Милий Васильевич,Werder Bremen,нападающий,5,20
Luxembourg,Фадеев Осип Феоктистович,Rangers,нападающий,8,3
Ghana,Сафонов Потап Ильич,Peñarol,нападающий,10,16
Mongolia,Соколов Соломон Архипович,Partizan,полузащитник,7,29
Saint Kitts And Nevis,Данилов Гаврила Феоктистович,Athletic Bilbao,вратарь,3,-13
Finland,Рыбаков Мстислав Тимурович,Arsenal,полузащитник,7,23
Cameroon,Сысоев Иосиф Захарьевич,Dynamo Kyiv,защитник,5,26
China,Исаев Митофан Адрианович,Vélez Sarsfield,защитник,7,1
Namibia,Давыдов Архип Эдгарович,Benfica,нападающий,1,30
United Arab Emirates,Дементьев Милий Фомич,Porto,нападающий,9,20
Thailand,Михайлов Фотий Давыдович,San Lorenzo,нападающий,5,22
Bouvet Island,Симонов Варфоломей Демидович,Colo-Colo,вратарь,2,-14
Djibouti,Игнатов Аггей Федосеевич,Schalke,защитник,8,19
Liechtenstein,Фомичев Иван Жоресович,Hajduk Split,полузащитник,5,9
Malawi,Соловьев Фока Юлианович,Olimpia,вратарь,3,-11
Laos,Марков Потап Елизарович,Köln,полузащитник,10,21
Jamaica,Харитонов Флорентин Виленович,Inter Milan,защитник,6,17
Croatia,Петров Дмитрий Фролович,Independiente,защитник,3,20
Iran,Беспалов Эммануил Харламович,MTK Budapest,защитник,7,11
Bulgaria,Субботин Андроник Ефстафьевич,Panathinaikos,защитник,4,9
Azerbaijan,Моисеев Трифон Ерофеевич,Austria Wien,вратарь,10,-11
Vanuatu,Федотов Кир Ефремович,Cruzeiro,полузащитник,6,15
Guinea-bissau,Субботин Аполлинарий Тимурович,Aston Villa,защитник,3,8
Colombia,Максимов Федот Данилович,Olympique Lyonnais,полузащитник,6,22
Syrian Arab Republic,Быков Стоян Адамович,Nacional,защитник,6,14
Israel,Рыбаков Вениамин Анатольевич,CSKA Sofia,полузащитник,1,3
Slovenia,Емельянов Мир Исидорович,PSV Eindhoven,нападающий,8,22
Rwanda,Никифоров Евсей Демьянович,Újpest,полузащитник,2,1
Trinidad And Tobago,Денисов Варфоломей Викторович,Werder Bremen,защитник,6,22
Iceland,Антонов Мефодий Бенедиктович,Rapid Wien,вратарь,6,-24
Congo,Рябов Пров Давидович,Manchester United,нападающий,3,15
Malawi,Бобров Конон Григорьевич,Nacional,нападающий,5,4
Benin,Рогов Ладислав Фомич,Athletic Bilbao,вратарь,10,-29
Malawi,Антонов Стоян Даниилович,Dinamo Zagreb,нападающий,10,15
Nigeria,Орлов Афанасий Брониславович,Lazio,защитник,9,29
Mauritius,Петров Емельян Артурович,IFK Göteborg,полузащитник,1,9
Kyrgyzstan,Стрелков Творимир Григорьевич,Olympique Marseille,защитник,5,8
Saudi Arabia,Никифоров Феофан Фадеевич,Saint-Étienne,защитник,8,12
Afghanistan,Исаков Юлиан Тарасович,Espérance,вратарь,10,-15
Grenada,Силин Иван Федосьевич,Sporting,полузащитник,10,12
Lebanon,Ершов Никанор Арсенович,Hamburger SV,защитник,10,14
Falkland Islands (Malvinas),Петров Юлиан Захарьевич,Sparta Prague,полузащитник,4,8
Dominica,Зиновьев Влас Валерьевич,Aston Villa,полузащитник,10,24
Seychelles,Шестаков Наркис Богданович,Grasshopper Club Zürich,нападающий,6,14
Brazil,Медведев Артем Герасимович,Sparta Prague,защитник,8,9
Bermuda,Гусев Виктор Артёмович,Slavia Prague,нападающий,10,17
New Zealand,Беляков Сократ Устинович,Saint-Étienne,полузащитник,5,11
Bolivia,Потапов Леонтий Тимурович,Independiente,защитник,9,11
Chad,Лукин Симон Арсенович,Dinamo Zagreb,полузащитник,6,20
United States,Елисеев Филарет Вилорович,Santos,полузащитник,9,14
Yugoslavia,Комиссаров Виталий Фадеевич,Universidad Católica,нападающий,5,22
Bhutan,Марков Климент Тарасович,Werder Bremen,вратарь,2,-29
Bolivia,Егоров Давыд Филимонович,Atlético Mineiro,нападающий,6,11
Slovakia,Никифоров Андрей Зиновьевич,Real Madrid,вратарь,7,-2
Netherlands,Куликов Рюрик Устинович,Atlético Mineiro,полузащитник,5,16
Zaire,Зимин Афиноген Афанасьевич,Olympiacos,вратарь,7,-1
Guyana,Блинов Николай Измаилович,Spartak Moscow,нападающий,5,4
Indonesia,Гусев Антонин Матвеевич,Flamengo,нападающий,4,20
Netherlands,Гусев Вышеслав Изотович,Colo-Colo,полузащитник,10,5
Jamaica,Воробьев Эммануил Федосьевич,Cruzeiro,защитник,7,8
Mongolia,Сергеев Михей Матвеевич,Saint-Étienne,нападающий,10,22
Uruguay,Горбунов Болеслав Феодосьевич,Olympique Lyonnais,полузащитник,10,25
Colombia,Коновалов Онуфрий Анатольевич,Vasco da Gama,нападающий,4,29
Oman,Гордеев Леонтий Эдуардович,Vélez Sarsfield,защитник,4,14
Senegal,Белозеров Демьян Власович,Feyenoord,нападающий,7,9
