Страна,ФИО,Клуб,Амплуа,Количество матчей,Количество мячей
Brunei Darussalam,Горбунов Лонгин Игнатьевич,Athletic Bilbao,вратарь,3,-12
Mexico,Денисов Юрий Ааронович,Vélez Sarsfield,полузащитник,5,14
Kenya,Колобов Михей Ефимьевич,Inter Milan,вратарь,4,-6
Israel,Афанасьев Кузьма Алексеевич,Grêmio,нападающий,4,10
Bulgaria,Титов Любосмысл Александрович,Hajduk Split,вратарь,1,-10
Romania,Уваров Никифор Валерьянович,Manchester United,полузащитник,6,23
Finland,Игнатьев Емельян Бориславович,Inter Milan,полузащитник,3,10
Spain,Гаврилов Макар Глебович,Napoli,нападающий,3,29
United States,Суворов Карл Ефимович,Nacional,нападающий,5,25
Uruguay,Крюков Капитон Августович,Újpest,нападающий,8,9
Syrian Arab Republic,Матвеев Аристарх Феоктистович,Atlético Madrid,полузащитник,1,15
San Marino,Одинцов Сергей Юлианович,Olympiacos,вратарь,5,-6
Ireland,Хохлов Селиван Власович,Tottenham Hotspur,полузащитник,3,10
Saint Kitts And Nevis,Михеев Ратмир Димитриевич,América de Cali,полузащитник,7,22
Tuvalu,Михайлов Афиноген Эдгарович,São Paulo,защитник,3,18
Iraq,Гуляев Ананий Демьянович,Grasshopper Club Zürich,защитник,6,22
Croatia,Цветков Венедикт Арсеньевич,Hamburger SV,нападающий,7,16
Malaysia,Быков Лаврентий Гордеевич,Vélez Sarsfield,вратарь,4,-3
Uzbekistan,Брагин Ананий Игоревич,Vélez Sarsfield,нападающий,1,30
Antigua And Barbuda,Павлов Константин Валерианович,Ajax,нападающий,6,11
Botswana,Князев Изот Васильевич,Linfield,защитник,1,22
Tonga,Константинов Кондратий Егорович,Steaua Bucureşti,полузащитник,3,13
Australia,Устинов Лавр Филиппович,Újpest,вратарь,3,-6
Rwanda,Блохин Иосиф Егорович,Internacional,вратарь,5,-20
United Arab Emirates,Беляков Феликс Вячеславович,A.C. Milan,защитник,3,19
Chile,Макаров Панфил Гертрудович,CSKA Sofia,полузащитник,3,15
Kiribati,Лыткин Симон Харламович,Napoli,нападающий,2,10
Portugal,Колобов Сидор Гурьевич,Monaco,вратарь,3,-17
Lithuania,Кабанов Лонгин Федосеевич,Red Star Belgrade,вратарь,2,-8
Kuwait,Тимофеев Олег Андреевич,Barcelona,защитник,2,20
Guyana,Беляков Моисей Терентьевич,Újpest,защитник,1,17
Trinidad And Tobago,Игнатов Максим Герасимович,Corinthians,защитник,6,5
Cote D`ivoire,Денисов Лучезар Филиппович,Santos,защитник,7,4
Guam,Кулаков Вячеслав Якубович,Ferencvárosi TC,защитник,3,29
French Polynesia,Казаков Силантий Глебович,Santos,полузащитник,4,19
Oman,Юдин Доброслав Юлианович,Fiorentina,вратарь,4,-29
Belize,Сорокин Алексей Евсеевич,Linfield,нападающий,3,29
Switzerland,Силин Никита Жанович,Bayern Munich,полузащитник,4,15
Ireland,Пестов Эрнст Гаврилович,Santos,вратарь,5,-2
Albania,Ильин Якуб Андреевич,CSKA Sofia,защитник,10,1
Korea (North),Одинцов Симон Ярославович,IFK Göteborg,нападающий,8,26
Netherlands Antilles,Муравьев Любосмысл Изотович,Vélez Sarsfield,нападающий,7,1
Honduras,Морозов Мариан Федосьевич,Partizan,полузащитник,1,19
Swaziland,Логинов Ладислав Антонович,Galatasaray,вратарь,7,-24
Switzerland,Сидоров Геннадий Феофанович,Corinthians,защитник,7,27
Ukraine,Евсеев Максим Гертрудович,Aston Villa,полузащитник,6,13
French Polynesia,Королев Галактион Анатольевич,Lazio,полузащитник,10,23
Mexico,Кондратьев Всеслав Жанович,Sporting,защитник,1,10
Zaire,Соболев Богдан Тихонович,Cruzeiro,нападающий,6,20
Sierra Leone,Пахомов Всеслав Ануфриевич,Universitario,полузащитник,9,4
Suriname,Логинов Радислав Виленович,Újpest,нападающий,7,2
Hong Kong,Кузнецов Фадей Артёмович,Corinthians,защитник,8,19
Benin,Калинин Бажен Валерианович,Torino,нападающий,4,14
Maldives,Аксенов Эраст Елисеевич,Sporting,защитник,8,24
Kenya,Антонов Мина Феоктистович,Manchester United,защитник,5,29
United Kingdom,Русаков Харитон Иларионович,Vélez Sarsfield,вратарь,5,-5
Liberia,Коновалов Еремей Дорофеевич,Racing,защитник,9,2
Korea (South),Ершов Амос Зиновьевич,Panathinaikos,вратарь,7,-11
Slovenia,Суханов Юрий Юлианович,Linfield,защитник,9,24
Sudan,Владимиров Станимир Германович,Dinamo Zagreb,вратарь,2,-16
Laos,Денисов Давыд Харлампьевич,Spartak Moscow,защитник,2,11
Iran,Исаев Велимир Жоресович,Dinamo Bucureşti,вратарь,1,-23
French Polynesia,Комиссаров Герасим Венедиктович,Spartak Moscow,вратарь,5,-3
Somalia,Колесников Зиновий Трофимович,Zamalek,полузащитник,10,26
Israel,Белоусов Климент Егорович,Austria Wien,защитник,5,6
Norfolk Island,Назаров Кондрат Яковлевич,Manchester United,полузащитник,8,3
Mozambique,Степанов Варлаам Тимурович,Manchester United,полузащитник,7,5
Costa Rica,Матвеев Наркис Данилович,Barcelona,защитник,5,4
Rwanda,Пахомов Ипат Артурович,Steaua Bucureşti,вратарь,3,-20
American Samoa,Смирнов Мина Димитриевич,Benfica,полузащитник,10,27
Canada,Игнатов Ефрем Якубович,América de Cali,полузащитник,7,22
Tanzania,Гуляев Александр Захарьевич,Girondins de Bordeaux,защитник,8,11
Kuwait,Некрасов Казимир Фокич,Torino,вратарь,4,-22
Guyana,Медведев Чеслав Ефимьевич,Espérance,полузащитник,2,17
Samoa,Власов Ярополк Антонович,Universidad Católica,нападающий,10,21
Armenia,Ефимов Павел Юлианович,Ferencvárosi TC,защитник,6,15
Lithuania,Константинов Самсон Валерьянович,Universitario,защитник,2,5
Laos,Калашников Савва Венедиктович,Aston Villa,вратарь,8,-2
Algeria,Князев Исай Эдуардович,São Paulo,нападающий,10,12
Bermuda,Беляев Филимон Витальевич,Schalke,вратарь,2,-12
Benin,Коновалов Никандр Арсеньевич,A.C. Milan,нападающий,4,9
Azerbaijan,Григорьев Никита Измаилович,Cerro Porteño,нападающий,2,28
United Arab Emirates,Ширяев Владлен Филимонович,Köln,вратарь,7,-1
Czech Republic,Пахомов Варфоломей Дорофеевич,Vélez Sarsfield,вратарь,9,-29
Bosnia And Herzegowina,Игнатьев Доброслав Власович,Olimpia,нападающий,7,3
Bolivia,Ефремов Будимир Витальевич,Inter Milan,нападающий,9,27
Israel,Кошелев Николай Вилорович,Napoli,вратарь,2,-20
Libya,Фролов Устин Витальевич,Austria Wien,вратарь,6,-3
Antarctica,Капустин Поликарп Ефимьевич,Atlético Madrid,полузащитник,1,9
Dominican Republic,Кудрявцев Евстафий Федотович,Universidad Católica,защитник,3,12
Egypt,Шарапов Ираклий Вилорович,Nacional,нападающий,4,14
